,C1,C4,C6,C7,C5p,T4p,T3p,T5p,S1p,S2p,S3p,C2,C3p,Industry_Bins,Y1,Y2
0,0.45831202046035796,0.6304181623079402,0.6738692813054036,0.20767294171155992,0.5702840445048292,0.4417856649169672,0.4277036548068896,0.4283344632087988,0.4281612478782396,0.3979924101468128,0.3790654291383635,1.0,0,1,0,1
1,0.9999999999999998,0.38473543487358974,0.2907058476875311,0.14749424475592976,0.6989422100442455,0.4447955433659397,0.4269036793615845,0.4244993962119072,0.4009710313670469,0.41419489312671015,0.37848644659142494,0.0,1,1,1,0
2,0.3273657289002557,0.5820107532152469,0.4491068215687809,0.07838345509420132,0.5555962405804481,0.4392753528232412,0.4277407894728254,0.4376812884913709,0.4937706949759799,0.3639244612762361,0.3840580103672999,1.0,1,1,1,0
3,0.8143222506393861,0.5780042592403551,0.4232741033243342,0.08431867336692607,0.5533736617492314,0.3716900790166813,0.4283431137681455,0.4375232870717313,0.4793312235148054,0.3757644293556827,0.4014951777646295,1.0,1,1,1,1
4,0.2864450127877238,0.2599824998131782,0.5900684251037936,0.7292551584378354,0.5663772595366241,0.4049176986314825,0.4260879210629936,0.4204969178614595,0.4228762753618635,0.4056051296463107,0.3826008703856104,1.0,0,3,0,1
5,0.3437340153452685,0.1287535467986498,0.55695910450826,0.407611343022829,0.6131226072876897,0.4436715385012653,0.4164185380768812,0.4156476892016889,0.4046081022890213,0.348587637224252,0.36891182510177695,1.0,0,2,0,1
6,0.4828644501278772,0.4858275203473521,0.4735323725092155,0.0653181150189239,0.5585347811278729,0.5288778567057759,0.4258466481844546,0.4141293850179028,0.4327635729941626,0.3703404346644224,0.3474567354739567,1.0,1,1,1,1
7,0.3314578005115089,0.6972778330020426,0.5804418670178559,0.6487786945964816,0.5204544960641979,0.5710853621992187,0.4266700788222805,0.0,0.4285159668037187,0.4109270571438613,0.3783994937557816,0.0,1,1,1,0
8,0.3682864450127877,0.29228842985456194,0.6871161363224823,0.4849032843013324,0.5941332159901199,0.3721688521340168,0.42770266279377256,0.4378480043803029,0.4131228693496182,0.3897883827884692,0.41957244366816576,1.0,1,2,1,1
9,0.3928388746803069,0.3177152407746354,0.6871161363224823,0.6445824571972089,0.5452195840480109,0.3540614574187884,0.4260154450220445,0.42291366379082895,0.4723994705750245,0.40392750960283297,0.4214949963409712,1.0,0,1,1,0
10,0.5717802061536076,0.5042232267103278,0.7320615657045416,0.6487786945964816,0.5733371847147354,0.35041063287390123,0.4266512273622968,0.3980500964499097,0.4518508516494855,0.3924233746273322,0.36593491722679206,,0,3,0,0
11,0.3641943734015345,0.551736751986992,0.5402229352017436,0.01438505657559031,0.5258159177265966,0.3757378880996089,0.4268788328438552,0.4431157079597329,0.43008978227145217,0.3750065139378961,0.3908055785458128,1.0,1,1,1,1
12,0.4746803069053708,0.5763130141984775,0.3812571449732172,0.14909103124653958,0.5802147865811724,0.4724137166821518,0.4242597507845156,0.4155019459535644,0.40867915505977376,0.38012800060176416,0.4065436497883258,1.0,0,1,0,1
13,0.5319693094629155,0.4254801746160571,0.3782901182025106,0.0,0.5703755937811049,0.3825769061930169,0.4294344194239903,0.44554378915341,0.4612245712261207,0.4147109466505833,0.3994010690485656,1.0,1,1,0,1
14,0.9999999999999998,0.5968335344505056,0.7720598573200144,0.3746025095751084,0.5638137697878841,0.4199128790436955,0.4257274768065064,0.4208336635438717,0.4335198500411399,0.42859161527583867,0.3578216033639801,1.0,0,1,1,1
15,0.9125319693094628,0.0,0.6534957104109781,0.6550573815581292,0.6645247173345981,0.4865398364531489,0.4245918265458651,0.3996730326368016,0.4354204384781273,0.3436194972361083,0.3470624845616211,1.0,0,2,1,1
16,0.4705882352941176,0.4635288238297618,0.7128717541115555,0.6931176286699514,0.5033161232987483,0.35834570858804604,0.4254796252237702,0.42538742835489823,0.4376936114150352,0.344408045729867,0.3976256037146262,1.0,0,3,0,1
17,0.2741687979539642,0.4254801746160571,0.6534957104109781,0.5528802855479453,0.5153805314339075,0.4357269018230646,0.422701554487212,0.4270232924965752,0.4472349369527957,0.4196443177576769,0.3874934433025056,1.0,0,1,1,1
18,0.33554987212276216,0.6753351379370539,0.5919749516389444,0.3783717426541318,0.6455225563201149,0.42183793598850666,0.42855029411682416,0.4049240748415898,0.4144821466183821,0.3524139912015845,0.3489437005055817,1.0,0,1,1,1
19,0.8061381074168796,0.3885530643736826,0.4491068215687809,0.3337572061363286,0.5687394449139248,0.35906778149692714,0.42476509284662345,0.4014066784095583,0.4218406309416559,0.369649783260798,0.3329173434413216,1.0,0,3,0,1
20,0.6710997442455242,0.7241628354960254,0.521112700043717,0.6487786945964816,0.5923989068268962,0.4316093082652897,0.4274566322317693,0.4301525083209493,0.4268244269664411,0.4039368018548465,0.4004152012479111,1.0,1,1,1,0
21,0.2782608695652174,0.7749913549230045,0.6603567458422653,1.0,0.5850668280081996,0.4117888610099696,0.4243936405484287,0.41845965217191616,0.4142549401523574,0.34417529562669225,0.28380848300267303,1.0,0,1,0,1
22,0.2373401534526854,0.4767944423751247,0.3957587597393463,0.23298694311905946,0.5422948835560546,0.3678066970649599,0.4267260925668627,0.4180653792545619,0.4212839539411998,0.434951063399716,0.4125302207717351,1.0,1,2,0,1
23,0.3314578005115089,0.6695265315913712,0.4491068215687809,0.009262838809984394,0.5700702826184578,0.41703673284431736,0.4281742870053493,0.4340878354071396,0.4724876279407938,0.35933994666022057,0.41629820056606137,1.0,1,1,1,1
24,0.3723785166240409,0.4519420407487966,0.5402229352017436,0.056582015417841976,0.5432401001915227,0.4829524264163415,0.4262854045722557,0.429306461100605,0.4577502618984842,0.3587072562509334,0.3777937780001079,1.0,1,1,0,1
25,0.270076726342711,0.4391334539918544,0.4735323725092155,0.042586151914630166,0.5771180094105921,0.4152827278551599,0.4268631119333256,0.4329446168452722,0.4240878601490803,0.412249795021786,0.4155524545214544,1.0,1,1,1,1
26,0.9999999999999998,0.2471221537415761,0.4967583702855946,0.28218812919947106,0.5822620770769977,0.4660744491617124,0.4293069260980888,0.4323906272354569,0.4513500693792165,0.3672458784432802,0.4301214298016177,1.0,0,1,1,1
27,0.1227621483375959,0.6112471293045486,1.0,0.5389017655594383,0.5489039581484497,0.4371612969864374,0.0,0.4278895412741176,0.39703390751330536,0.4212644648355042,0.3812157836100444,1.0,1,1,0,1
28,0.4214833759590793,0.6684531508834435,0.6068935582969797,0.6003299903636388,0.590196999805636,0.4694380077222404,0.4264053041013744,0.42054347652559865,0.4517772170745946,0.3948597699562621,0.3676344515598413,1.0,0,3,1,1
29,0.26598465473145777,0.3697044155750018,0.7191665496002462,0.12497935495316725,0.5110980449814142,0.481318600400421,0.427972275408888,0.4249719146900544,0.4692287705947586,0.390406712307443,0.4020707708179279,1.0,1,1,1,1
30,0.1309462915601023,0.2471221537415761,0.6180491099066171,0.4649383532970016,0.5729909119981413,0.4512116194926042,0.426622683283755,0.4256027584747165,0.4267609766221242,0.34480092053113953,0.3678141623224325,1.0,0,1,1,0
31,0.3028132992327365,0.26247009996409065,0.6104696550735981,0.2227107457537327,0.6241895143432878,0.4700155146908487,0.42318937013338026,0.4192171523106884,0.42045072288548296,0.3610723982235764,0.3068227752813811,1.0,1,2,0,1
32,0.2987212276214833,0.5820107532152469,0.25343148247325503,0.17963184062501472,0.6129977399785721,0.3663217081052809,0.4254136762366349,0.4275779624365983,0.4496337739179159,0.36819113769298406,0.40001732402349177,0.0,0,1,1,1
33,0.9999999999999998,0.954836467308506,1.0,0.2399572738560363,0.5791971185642876,0.39083589951908587,0.4287451837359885,0.4305135388443781,0.4290238637954631,0.4144722315481603,0.4106507161365871,1.0,1,1,0,1
34,0.07774936061381073,0.5572701493203485,0.4534009793214433,0.39448657898614975,0.5828763912046401,0.4875186227745446,0.42774093613720265,0.4300098531551096,0.42403100648474396,0.4009235315155659,0.3999008621909676,1.0,1,1,0,0
35,0.3437340153452685,0.3903462896263288,0.4331419577147794,0.18336503578361124,0.5637799510641799,0.4015012291483758,0.4269460783945841,0.4277074733330132,0.4246838992831104,0.3714300673065349,0.3639250362358777,1.0,0,2,0,1
36,0.5033248081841432,0.7890905888568951,0.7025072831945026,0.17412958297167774,0.5969425935344104,0.4350310497196778,0.4278742513662842,0.43200267908529055,0.4157999178005465,0.4061987720673811,0.389448317916306,1.0,0,1,0,1
37,0.31508951406649616,0.5560666530028366,0.8351576444843646,0.21079269290754346,0.5521898402247452,0.4511758554548352,0.42688300793370704,0.4184140752846666,0.4312903873394717,0.36949680658411865,0.33865362377763064,1.0,1,1,0,1
38,0.6138107416879794,0.6755441455271907,0.5204811439082392,0.6613031449159726,0.5656191452786047,0.3981211589113257,0.4259951577631085,0.41397763289323947,0.4229566925830972,0.3830578604961792,0.4218804982965891,1.0,0,2,0,1
39,0.2782608695652174,0.7921028324469837,0.5079732904061953,0.16405077672617882,0.5744551187112705,0.4474693164195515,0.4248041426420701,0.4283081918416458,0.4235634088461536,0.3404653820641544,0.35714407006046184,1.0,0,2,0,1
40,0.040920716112531966,0.489094111029045,1.0,1.0,0.5791971185642876,0.5192052898813215,0.4252379811971438,0.4264675086207156,0.4276723567106309,0.3890246588430923,0.31943456516935914,1.0,0,3,0,1
41,0.4460358056265985,0.3462390774363145,0.5673524438901206,0.19798288990824475,0.526385806246727,0.412391668506978,0.4256567855692632,0.41693879235584697,0.410968919418299,0.3920891847482012,0.3887860517970515,1.0,0,3,1,1
42,0.11457800511508953,0.6314745774861719,0.5995404336838076,0.7151983817077444,0.5170407650562917,0.4600351185250219,0.4284260086524672,0.4215183420038002,0.4420638240424416,0.4281207178251057,0.4067508444736281,1.0,0,1,0,1
43,0.4173913043478261,0.4248890560931737,0.7602944474197652,0.6487786945964816,0.5505719323141373,0.392821794265706,0.4271744175550469,0.4308899535518135,0.4469679095555049,0.4151436918704076,0.3839217367131104,1.0,0,2,1,1
44,0.5974424552429667,0.4573836850258075,0.534431699093155,0.2422390440130259,0.5869509439327252,0.4541019496559573,0.42189448320164336,0.4219058748706052,0.4003211399858856,0.3959598538305238,0.3816967305018392,1.0,1,2,1,0
45,0.8675191815856776,0.4340261400503506,0.4285652350248885,0.6487786945964816,0.5565314918150231,0.4385092186128183,0.42576221135920106,0.43790976563708794,0.4219867383230895,0.3987675556740895,0.3969453778426396,1.0,1,1,1,1
46,0.3764705882352941,0.6259920878728271,0.5804418670178559,0.2468313197436484,0.6694938274930835,0.4748440914375946,0.4281567340380068,0.4218364839491768,0.4151758426024631,0.3699864817554472,0.33379411377913104,1.0,1,1,0,1
47,0.11867007672634272,0.4777985130471829,0.5485026964125378,0.6487786945964816,0.5885552749374444,0.32073678035567355,0.42898827711173865,0.4324916688527439,0.4393958192748783,0.4194851455283733,0.4139250398040871,1.0,1,1,1,1
48,0.4337595907928388,0.3319668765765067,0.6288929039487707,0.2493775253653087,0.5667046625969879,0.4582623973557816,0.4278155128202008,0.42693021533103664,0.4422500266750803,0.4058364800258609,0.3862658749498344,1.0,1,1,1,0
49,0.3273657289002557,0.6629677452376346,0.5096041282914484,0.2524084001310544,0.59879670183289,0.4277956148358325,0.42650113427268255,0.4278758964633952,0.4041814574672523,0.3660355680476712,0.3855505376964009,1.0,1,2,0,1
50,0.3969309462915601,0.551736751986992,0.3957587597393463,0.12669729591297632,0.5423536593564298,0.4254494604774987,0.4266340798326268,0.4377715019632156,0.46145509232737497,0.38738835931940585,0.462552204374109,1.0,1,1,1,1
