,I1,I2,I3,P(IPO),P(H),P(L),P(1Day),C1,C2,C3,C4,C5,C6,C7,T1,T2,T3,T4,T5,S1,S2,S3,P(mid),Y1,Y2,C3p,C5p,C6p
0,218,458,119,-0.04680080700363872,-0.044305114638447954,-0.047762329931972776,-0.012133160326730152,-0.013350403408179055,0.14090909090909076,0.0003528677862232637,0.0853761565160072,-0.003933536150831912,-0.004314611502048613,-0.014637292489480357,0.0026981698186154825,-0.0008073724128880843,0.003734884725400601,0.006281766222807013,0.001048816470404686,-0.020714319549050276,-0.0033595870600275786,-0.006720160653305165,-0.046594216606134005,-0.5131964809384164,0.2917888563049853,-0.4633431085043988,-0.0076717187166670435,0.05840317141003257
1,154,924,615,-0.07119105090607775,-0.040601410934744245,-0.052524234693877535,-0.01611866554378027,0.0526101165725624,-0.8590909090909092,-0.0007329811509026427,-0.08083849299732478,-0.009599251294294724,-0.02380553635510873,-0.015465407774182996,0.2010912476925339,0.18414451930270226,0.1863204325958047,0.20382429930409246,0.04288574972590187,0.008317938515465853,0.1319217982213577,0.10763223141203906,-0.046594216606134005,0.4868035190615836,-0.7082111436950147,0.5366568914956011,0.07438010349425957,-0.052707939701078524
2,481,790,315,-0.08338617285729726,-0.01097178130511462,-0.014428996598639441,-0.016593130626864808,-0.028757240192001876,0.14090909090909076,-0.0006512737061288121,0.05262651790602183,-0.015232485053751474,-0.017625487011455523,-0.016070239269067154,-0.16355646553367129,-0.15281732022763042,-0.15041054665428633,-0.15723430183012305,-0.0344639291999592,-0.02394012600066318,-0.09426867796911849,-0.0989021909916949,-0.012695911521388244,0.4868035190615836,-0.7082111436950147,0.5366568914956011,-0.012648511301102724,-0.052707939701078524
3,313,52,551,-0.028508124076809454,0.003843033509700196,0.004618622448979606,-0.011684574917937467,0.02853693409783924,0.14090909090909076,-0.0005803172409304855,0.049915957018131,-0.016168129104971854,-0.01881395803908114,-0.016032824323699818,-0.0850645001443017,-0.09172387600062455,-0.08695495874019823,-0.11092050220819488,-0.016561613574351104,0.03735019657998198,-0.06613014983059035,-0.04055913381549887,0.004253241020984637,0.4868035190615836,0.2917888563049853,0.5366568914956011,-0.013346337183452418,-0.052707939701078524
4,135,565,392,0.08734553445977591,0.040880070546737236,0.05223767006802722,0.026453776285668584,-0.03357187668694651,0.14090909090909076,-0.0003695980412506066,-0.1652390757870393,-0.008721942830484605,-0.009900425331889012,0.00429678830842008,0.0657389609187391,0.04222508029422216,0.04050226732459973,0.03936305166704142,0.003967672278927745,-0.00458528729098576,0.031272447572007055,0.025951951365364614,0.046626122376916844,-0.5131964809384164,0.2917888563049853,-0.4633431085043988,-0.009059360197552565,-0.002707939701078521
5,980,288,970,-0.00411788017437043,-0.0072680776014109145,-0.009667091836734679,-0.01012315446489389,-0.026831385594024024,0.14090909090909076,-0.00037174823716570746,-0.254020955812121,-0.0032584660942240767,-0.011903220069049314,-0.009870928290707398,0.027420048681409057,0.10682472152057572,0.057748353964570606,0.03180161499407355,0.0132107156725841,-0.020714319549050276,-0.026086859787300305,0.0422880073746995,-0.008458623385795023,-0.5131964809384164,0.2917888563049853,-0.4633431085043988,0.01102148808304164,-0.052707939701078524
6,866,424,760,-0.09558129480851678,-0.018379188712522025,-0.023952806122448964,-0.016575877373553555,-0.010461621511212276,0.14090909090909076,-0.0007867360487801629,-0.012445465408182801,-0.01420111209322648,-0.016437015983829906,-0.01614298330918901,0.018149344107861464,0.06114223619767943,0.058180643735229506,0.08000577378424369,0.0018271780193441685,0.04380180948320779,-0.015264348964789483,-0.011387605227400848,-0.021170487792574685,0.4868035190615836,0.2917888563049853,0.5366568914956011,-0.011704214801203129,-0.052707939701078524
7,705,568,444,-0.10777641675973629,-0.01097178130511462,-0.014428996598639441,-0.018447856797549816,-0.028275776542507413,-0.8590909090909092,-0.0005437639103737719,0.13060952252040642,-0.014048971329530428,-0.01049466084570182,5.557822503056718e-18,-0.08135621831488267,-0.031241977761876996,-0.030484263436230268,-0.01734772338021756,-0.0661821623192431,-0.0432949647103406,-0.00011283381327433198,-0.026556800093211815,-0.012695911521388244,0.4868035190615836,-0.7082111436950147,0.5366568914956011,-0.022172395223016544,-0.052707939701078524
8,117,653,365,0.014174802752458839,0.01865784832451501,0.023666241496598652,-0.008656626699387089,-0.023942603697057245,0.14090909090909076,-0.0004943094043264534,-0.14338276177137182,0.0016982550431194929,-0.003363834679948119,-0.007198138870298143,0.09540521555409139,0.041878537567542444,0.047032118070868385,0.03841787208292043,0.023134825421562498,-0.03361754535550189,0.004216170515729997,0.10413164798146729,0.02120239356335752,0.4868035190615836,0.2917888563049853,0.5366568914956011,0.001898209788652975,-0.052707939701078524
9,174,695,115,-0.05899592895485824,0.026065255731922417,0.03319005102040818,-0.022372975833685527,-0.021053821800090466,0.14090909090909076,-6.42702213062924e-05,-0.12618045980469772,-0.007372155979494017,-0.003363834679948119,-0.00021027858604754648,-0.04983582276482086,-0.07388711800975697,-0.07482809306855644,-0.09107173094165423,-0.02142637325522287,0.040576003031594886,-0.0325803662808068,0.0026147284948862,0.02967696983454396,0.4868035190615836,-0.7082111436950147,-0.4633431085043988,-0.015789343004854545,-0.052707939701078524
10,624,209,747,0.0,0.0,1.6917684184764292e-17,-3.0647963749529827e-18,-1.3684019947233513e-17,-1.1102230246251565e-16,-1.432318207439923e-19,-2.3786819297000158e-17,0.0,-4.427399589216772e-18,5.557822503056718e-18,-0.08259231225802234,-0.10650290405020055,-0.1057709398104567,-0.11848193888116273,-0.04049623120424019,-0.056198190516792215,-0.05963664333708386,-0.08256613498236001,-1.5053871520341106e-17,0.4868035190615836,0.2917888563049853,-0.4633431085043988,-0.006553688869938496,-0.052707939701078524
11,305,723,999,-0.10777641675973629,-0.048008818342151656,-0.052524234693877535,-0.017196994904108764,-0.024424067346551708,0.14090909090909076,-0.08598394879281936,0.032144888790010165,-0.014772807034278565,-0.012871602900953055,-0.016300269481961453,-0.13141802301203964,-0.14209488056683459,-0.14096842797936823,-0.1477825059889132,-0.02862621758291308,-0.1271659324522761,-0.08561066931110983,-0.08723357955645569,-0.05083150474172723,0.4868035190615836,0.2917888563049853,0.5366568914956011,-0.02091398282810033,-0.052707939701078524
12,106,678,301,0.02636992470367835,0.003843033509700196,0.004618622448979606,-0.00537850445674844,-0.011424548810201203,0.14090909090909076,-0.00032659412294859053,0.04877175895092265,-0.01568030676835972,-0.020596664580519564,-0.015447058807073404,-0.1604662306758221,-0.14323643307825012,-0.1463606740660082,-0.14494696723655026,-0.04088541197870993,-0.1529723840651793,-0.08344616714660767,-0.07556496812121648,0.004253241020984637,-0.5131964809384164,0.2917888563049853,-0.4633431085043988,-0.003923665519785737,0.013958726965588157
13,109,337,961,0.13612602226465395,0.06310229276895946,0.08080909863945579,0.006854064070081908,-0.004684057717278718,0.14090909090909076,-0.0008555423180633884,-0.05327297096600572,-0.016420369109584693,-0.020715511683282124,-0.01630828697025445,-0.03067636664615584,-0.04477752896866108,-0.03551247603178906,-0.0598808046656618,0.004551443440632357,0.040576003031594886,-0.0022773359777764966,-0.007887021796829086,0.07204985119047616,-0.5131964809384164,0.2917888563049853,0.5366568914956011,-0.007638626901882563,0.03424858203805191
14,576,636,176,0.008077241776849082,0.003843033509700196,0.01414243197278913,-0.009778088575968756,0.16286529230679447,0.14090909090909076,-0.0003459458861844978,0.06265474990083995,0.0003128575794738655,0.0031727559719927734,-0.01087132179946207,0.09787740344037074,0.11974872673910147,0.11547041439413012,0.08095095336836466,0.022356463872623016,0.09541471270901423,0.14707331337287285,0.031786257082984215,0.008490529156577858,0.4868035190615836,0.2917888563049853,-0.4633431085043988,-0.009944238608773635,-0.052707939701078524
15,503,92,447,-0.0224105631011997,0.003843033509700196,0.004618622448979606,-0.010683885567724672,0.04009206168570636,0.14090909090909076,-0.0003480960820995986,-0.36332069097070147,0.019048961612781603,-0.005740776735199353,0.0003171808876675716,0.07439161852071684,0.10973975739794035,0.09979422218444683,0.11214187964435711,-0.002940286467910161,0.09541471270901423,-0.030415864116304633,0.011949617643077566,0.004253241020984637,0.4868035190615836,0.2917888563049853,-0.4633431085043988,0.043956602983637134,-0.052707939701078524
16,25,181,789,-0.03460568505241921,-0.025786596119929433,-0.03347661564625849,-0.011632815404813745,-0.011906012459695666,0.14090909090909076,-0.0003179933392881873,-0.027531467037116147,-0.011724523223631822,-0.0014622810357471322,0.0023052572530050906,-0.12152927146692222,-0.1284777898949494,-0.12988815859458483,-0.14589214682067125,-0.03339368207016741,-0.10458528729098576,-0.09426867796911849,-0.07206438469064472,-0.029645064063761124,-0.5131964809384164,0.2917888563049853,-0.4633431085043988,-0.025783779629260064,-0.052707939701078524
17,116,6,990,-0.00411788017437043,0.003843033509700196,0.004618622448979606,-0.010045514619318227,-0.0350162676354299,0.14090909090909076,-0.000354546669844901,-0.05327297096600572,-0.012308034645557676,-0.005740776735199353,-0.004464859782117311,-0.04612754093540182,-0.029285030599450382,-0.041109490957162195,-0.044757931319726066,-0.007415865374312185,0.011543744967078755,0.015038681338240819,-0.013721327514448689,0.004253241020984637,0.4868035190615836,0.2917888563049853,-0.4633431085043988,-0.023305109624610663,-0.052707939701078524
18,589,329,107,-0.08338617285729726,-0.040601410934744245,-0.052524234693877535,-0.01618767855702529,-0.02779431289301295,0.14090909090909076,-0.00013092629467441734,0.11576437077655986,0.006564772029988928,-0.00978157822912645,-0.010761358362467827,0.03854489416966616,0.015439366008507871,0.02355195789613231,0.02707571707346864,-0.015199480863707008,-0.0465207711619535,-0.04881413251457303,-0.03239110581083142,-0.046594216606134005,0.4868035190615836,0.2917888563049853,-0.4633431085043988,0.03022163638261935,-0.052707939701078524
19,755,649,296,0.05076016860611737,0.011250440917107604,0.01414243197278913,-0.0007201219492094234,0.027574006798850314,0.14090909090909076,-0.00024918707000496157,-0.07825570683259839,-0.01420162230882743,-0.017625487011455523,-0.011992336138185828,0.028656142624548735,-0.021905709007800023,-0.027458235041617964,-0.02585433963730641,-0.024345229063745928,-0.05297238406517931,-0.045567379267819785,-0.06272949554245336,0.012727817292171078,-0.5131964809384164,0.2917888563049853,-0.4633431085043988,-0.008226047292344841,0.07229206029892148
20,120,499,330,-0.03460568505241921,0.011250440917107604,0.01414243197278913,-0.012883677462794795,0.01168570636553303,0.14090909090909076,-0.0006921274285157273,0.1487983521274715,-0.008577012083210045,-0.01394122682581611,5.557822503056718e-18,0.004552310733325001,0.021249052896961884,0.025121852326419895,0.0015558683022020977,0.00863784157256464,-0.007811093742598664,0.017203183502742983,0.04345486851822342,0.012727817292171078,0.4868035190615836,-0.7082111436950147,0.5366568914956011,0.001134703882952032,-0.052707939701078524
21,972,466,91,0.02636992470367835,0.003843033509700196,0.004618622448979606,-0.0074920306611523345,-0.03453480398593543,0.14090909090909076,-0.00024058628634455835,0.1831859732275117,-0.0019474584400108606,-0.005265388324149106,0.039341229637125164,0.07748185337856604,0.03172687416245438,0.02325618068462885,0.05543110459709813,-0.0004106114338568433,-0.036843351807114795,-0.0509786346790752,-0.06623007897302512,0.004253241020984637,-0.5131964809384164,0.2917888563049853,-0.4633431085043988,-0.001972072043487908,0.013958726965588157
22,113,316,526,-0.010215441149980187,-0.01097178130511462,-0.014428996598639441,-0.00813902827734943,-0.039349440480880064,0.14090909090909076,-0.0005695662613549815,-0.018556720785635226,-0.01755198046073582,-0.020002429066706753,-0.01420509772422231,-0.11534880175122382,-0.12617430000584307,-0.12529223576968496,-0.1373855305635824,-0.036117947491455596,-0.1271659324522761,-0.029333613034053553,-0.055728328681309836,-0.012695911521388244,-0.5131964809384164,0.2917888563049853,0.5366568914956011,-0.016622165355857997,-0.052707939701078524
23,177,36,743,-0.09558129480851678,-0.05541622574955906,-0.07157185374149659,-0.01718836807177813,-0.028275776542507413,0.14090909090909076,-0.006757830105015098,0.11183460543248795,-0.014090396713373145,-0.017625487011455523,-0.01630496264584028,-0.13450825786988885,-0.12690815519175305,-0.12329005156873846,-0.13644035097946142,-0.028723512776530517,-0.03361754535550189,-0.087775171475612,-0.05222774525073807,-0.06354336914850689,0.4868035190615836,0.2917888563049853,0.5366568914956011,-0.007748882708435588,-0.052707939701078524
24,840,120,50,0.014174802752458839,0.003843033509700196,0.004618622448979606,-0.007862975961105335,-0.023461140047562782,0.14090909090909076,-0.0006835266448553241,-0.035370410820025164,-0.013285197315611213,-0.012871602900953055,-0.016184244041623722,-0.12523755329634126,-0.08475225173447974,-0.08493002244605917,-0.104304245119348,-0.020064240544578775,-0.017488513097437375,-0.074788158488599,-0.060395773255405516,0.004253241020984637,-0.5131964809384164,0.2917888563049853,0.5366568914956011,-0.016355456852594284,-0.052707939701078524
25,824,234,475,-0.07119105090607775,-0.025786596119929433,-0.03347661564625849,0.05103967253795798,-0.03549773128492436,0.14090909090909076,-0.004513025569649857,-0.044035955935056305,-0.012514749269336147,-0.016437015983829906,-0.016238019877735307,-0.1277097411826206,-0.10046898363271849,-0.09926384115738061,-0.13076927347473552,-0.02201014441692748,-0.10458528729098576,-0.03799162169206221,-0.03005738352378358,-0.029645064063761124,0.4868035190615836,0.2917888563049853,0.5366568914956011,-0.005127306345300695,-0.052707939701078524
26,660,934,695,-0.09558129480851678,-0.03319400352733684,-0.04300042517006801,-0.017145235144174997,0.16286529230679447,0.14090909090909076,-0.00030294196788248167,-0.17393963824510916,-0.010985938586727691,-0.015248544956204287,-0.013223020591161403,0.020621531994140824,0.01580629360146286,0.026942019781825793,0.0403082312511624,0.009513498315121558,0.07283406754772391,-0.03474486844530896,0.10763223141203906,-0.038119640334947566,0.4868035190615836,0.2917888563049853,-0.4633431085043988,-0.003110103177119644,-0.052707939701078524
27,79,583,338,0.0751504125085564,0.033472663139329825,0.0427138605442177,-0.0050334393905233895,-0.05283042266672504,0.14090909090909076,-0.00047280744517544523,0.07240615018001548,0.010544970023720922,0.04179806436982532,-0.00505616583943401,0.037926847198096324,0.04581281675867095,-0.25927931258075154,0.03747269249879945,0.012626944510879487,-0.07232722277485673,0.06590448220404169,0.025951951365364614,0.0381515461057304,-0.5131964809384164,0.2917888563049853,0.5366568914956011,-0.022433425014062636,-7.63607537101052e-05
