,C1,C4,C7,C5p,C6p,T4p,T3p,T5p,S1p,S2p,S3p,C2,C3p
0,0.030756235600931645,0.6692431749087466,-0.4778471797246648,0.056126741504779545,1.2823563329621543,0.1687418975823473,0.1743454555868102,0.31082621835244206,-0.14696978930540017,0.16562812088705836,-0.128062267773236,1.0,0
1,1.2798238678460705,-0.6437257991595595,-0.7893100068923873,2.434274961318814,-0.7599326711060854,0.22940188492351873,0.09976727492104459,-0.01616837152342324,-1.2408802134615025,0.7816329832196591,-0.14767627035038344,0.0,1
2,-0.4311827997136966,0.41054600511799766,-1.2776843397039128,-0.2310830377714856,-0.7599326711060854,0.11814998750711266,0.17780735662562733,1.1076796216895681,2.767208868694431,-0.9742212648335118,0.04464903255941786,1.0,1
3,0.9078284739700164,0.3891346412066703,-1.226569424197081,-0.27469745251423344,-0.7599326711060854,-1.2439388553014636,0.23395939276548283,1.0942104565253878,2.091906801627304,-0.6029159200460845,0.6978290240022285,1.0,1
4,-0.6038381048695647,-1.3104260384022517,1.0265138739363706,-0.02007507037360273,1.0278687768806383,-0.5742815852880742,0.023717728489365274,-0.3574645249544516,-0.36470449241521014,0.4493838428401101,-0.006420949202184392,1.0,0
5,-0.36657748556886627,-2.01173518457975,0.2512147893793066,0.8790846767876253,-0.7599326711060854,0.20674910275358294,-0.8777161786349464,-0.7710042359507476,-1.0983062693950192,-1.4140492656849182,-0.4594956911226118,1.0,0
6,0.10582094151153362,-0.1034730384668959,-1.399794426899366,-0.1734740356175565,-0.7599326711060854,1.923966017422598,0.0012249227026088771,-0.9004940091144802,0.044674064313468154,-0.7763869302168305,-1.0725778501465326,1.0,1
7,-0.4148105360895728,1.0265522708900163,-0.11730999166596494,-0.9228030483098594,-0.7599326711060854,2.77460061690572,0.0779897274649532,-7.0970136973147255,-0.1322665151895174,0.6537463410300584,-0.15061448394658672,0.0,1
8,-0.2738390438965955,-1.1377778255396185,0.4670928696274288,0.5174551600394309,-0.7599326711060854,-1.2342898373330549,0.1742529745814323,1.12189163220227,-0.7600251478761427,-0.1286088359701617,1.4554008669681333,1.0,1
9,-0.18562726538848315,-1.0018927586641764,0.849215379280853,-0.4349661075828301,-0.7599326711060854,-1.5992196352729982,0.016961107011094847,-0.15138224602419736,1.7745810675398128,0.38597890639570354,1.5406717416410218,1.0,0
10,-0.17133206435862283,0.051853699657957615,-0.11730999166596494,-0.03298168999159897,-0.7599326711060854,-1.6727970153672966,0.07623228903765014,-2.2721479816263965,0.8598643507308651,-0.035430770633119224,-0.5516243536592109,1.0,0
11,-0.288967550575633,0.24875675461309305,-2.1309778813682105,-0.8172096312447901,-0.7599326711060854,-1.1623607942958174,0.09745094371486474,1.5709274461615825,-0.06689532122177304,-0.6274949535378365,0.28823205610186314,1.0,1
12,0.0811314059323273,0.38009634905352885,-0.7800462522867992,0.24908220163932798,1.1156767583838205,0.7860084297225555,-0.14671451929561463,-0.783433860363064,-0.9373583037164421,-0.45928234627148684,0.9012686228356576,1.0,0
13,0.24755089534903524,-0.4259791968769775,-2.3999153228410472,0.057910543972376126,1.2006025277885082,-1.0245297296846267,0.3356970033894458,1.777892591996763,1.2723309318612772,0.8019941390230296,0.615314979363989,1.0,1
14,2.4594076095779025,0.4897613902390259,0.1506599870054598,-0.07015672795811667,-0.7599326711060854,-0.27207421399242887,-0.009884898988767954,-0.3287486936422076,0.07634766477320866,1.526057072659353,-0.7911246929480746,1.0,0
15,1.0946914625168722,-2.8751197391739485,0.8719601400324067,1.8271117010913351,-0.7599326711060854,1.0707010713078178,-0.11575656143577871,-2.133673377808414,0.15617305329975972,-1.5463307350563111,-1.0827452700218116,1.0,0
16,0.06866395062942372,-0.22264094658768202,0.9526184631485678,-1.259235041550607,-0.7599326711060854,-1.5128764070996885,-0.03299100833759586,0.059551353574022366,0.2520741431292333,-1.5256718379197105,0.5462210768782214,1.0,0
