,I1,I2,I3,pIPO,pH,pL,p1day,Pmid,Y1,Y2,C1,C4,C7,C5p,C6p,T4p,T3p,T5p,S1p,S2p,S3p,C2,C3p,Industry_Bins
0,AATI,ADVANCED ANALOGIC TECHNOLOGIES INC,3674,10.0,9.5,8.5,11.869999885559098,9.0,0,1,0.030756235600931645,0.6692431749087466,-0.4778471797246648,0.056126741504779545,1.2823563329621543,0.1687418975823473,0.1743454555868102,0.3108262183524421,-0.14696978930540014,0.16562812088705836,-0.128062267773236,1.0,0,1
1,ABPI,ACCENTIA BIOPHARMACEUTICALS INC,2834,8.0,10.0,8.0,7.25,9.0,1,0,1.2798238678460705,-0.6437257991595595,-0.7893100068923873,2.4342749613188137,-0.7599326711060854,0.22940188492351876,0.0997672749210446,-0.01616837152342324,-1.2408802134615025,0.7816329832196591,-0.14767627035038344,0.0,1,1
2,ACAD,ACADIA PHARMACEUTICALS INC,2834,7.0,14.0,12.0,6.699999809265139,13.0,1,0,-0.4311827997136966,0.4105460051179977,-1.2776843397039128,-0.2310830377714856,-0.7599326711060854,0.11814998750711266,0.17780735662562733,1.107679621689568,2.767208868694431,-0.9742212648335118,0.044649032559417864,1.0,1,1
3,ACHN,ACHILLION PHARMACEUTICALS INC,2834,11.5,16.0,14.0,12.390000343322802,15.0,1,1,0.9078284739700164,0.3891346412066703,-1.226569424197081,-0.27469745251423344,-0.7599326711060854,-1.2439388553014636,0.23395939276548286,1.0942104565253878,2.091906801627304,-0.6029159200460845,0.6978290240022285,1.0,1,1
4,ACLI,AMERICAN COMMERCIAL LINES INC. ,4492,21.0,21.0,19.0,56.5999984741211,20.0,0,1,-0.6038381048695647,-1.3104260384022517,1.0265138739363706,-0.020075070373602732,1.0278687768806385,-0.5742815852880742,0.023717728489365274,-0.3574645249544516,-0.3647044924152101,0.4493838428401101,-0.006420949202184392,1.0,0,3
5,ACOM,Ancestry.com Inc. ,7379,13.5,14.5,12.5,14.1999998092651,13.5,0,1,-0.3665774855688663,-2.01173518457975,0.2512147893793066,0.8790846767876253,-0.7599326711060854,0.20674910275358294,-0.8777161786349464,-0.7710042359507476,-1.0983062693950192,-1.4140492656849182,-0.4594956911226118,1.0,0,2
6,ACOR,ACORDA THERAPEUTICS INC,2836,6.0,13.0,11.0,6.71999979019165,12.0,1,1,0.10582094151153362,-0.1034730384668959,-1.399794426899366,-0.1734740356175565,-0.7599326711060854,1.923966017422598,0.0012249227026088774,-0.9004940091144802,0.04467406431346816,-0.7763869302168305,-1.0725778501465326,1.0,1,1
7,ACRX,ACELRX PHARMACEUTICALS INC,2834,5.0,14.0,12.0,4.5500001907348615,13.0,1,0,-0.4148105360895728,1.0265522708900163,-0.11730999166596495,-0.9228030483098594,-0.7599326711060854,2.7746006169057202,0.0779897274649532,-7.0970136973147255,-0.1322665151895174,0.6537463410300584,-0.15061448394658672,0.0,1,1
8,ACTV,ACTIVE NETWORK INC,7372,15.0,18.0,16.0,15.8999996185303,17.0,1,1,-0.2738390438965955,-1.1377778255396185,0.4670928696274288,0.5174551600394309,-0.7599326711060854,-1.2342898373330549,0.1742529745814323,1.12189163220227,-0.7600251478761427,-0.1286088359701617,1.4554008669681333,1.0,1,2
9,ACW,ACCURIDE CORP,3714,9.0,19.0,17.0,0.0,18.0,1,0,-0.18562726538848315,-1.0018927586641764,0.849215379280853,-0.4349661075828301,-0.7599326711060854,-1.5992196352729982,0.016961107011094847,-0.15138224602419734,1.7745810675398128,0.3859789063957035,1.5406717416410218,1.0,0,1
10,ADKU,"ADCARE HEALTH SYSTEMS, INC",0,,,,,,0,0,-0.17133206435862286,0.05185369965795762,-0.11730999166596495,-0.03298168999159897,-0.7599326711060854,-1.6727970153672966,0.07623228903765014,-2.2721479816263965,0.8598643507308651,-0.035430770633119224,-0.5516243536592109,1.0,0,3
11,ADLS,"Advanced Life Sciences Holdings, Inc.",2854,5.0,9.0,8.0,6.0,8.5,1,1,-0.288967550575633,0.24875675461309305,-2.1309778813682105,-0.8172096312447901,-0.7599326711060854,-1.1623607942958174,0.09745094371486474,1.5709274461615823,-0.06689532122177304,-0.6274949535378365,0.28823205610186314,1.0,1,1
12,ADZA,ADEZA BIOMEDICAL CORP,2835,16.0,16.0,14.0,19.7000007629395,15.0,0,1,0.0811314059323273,0.3800963490535289,-0.7800462522867992,0.249082201639328,1.1156767583838203,0.7860084297225555,-0.14671451929561466,-0.7834338603630641,-0.937358303716442,-0.4592823462714869,0.9012686228356576,1.0,0,1
13,AFFY,AFFYMAX INC,2834,25.0,24.0,22.0,33.8800010681152,23.0,0,1,0.24755089534903524,-0.4259791968769775,-2.3999153228410472,0.057910543972376126,1.2006025277885082,-1.0245297296846267,0.3356970033894458,1.777892591996763,1.2723309318612772,0.8019941390230296,0.615314979363989,1.0,1,1
14,AGAM,"AGA Medical Holdings, Inc. ",3845,14.5,16.0,15.0,14.6000003814697,15.5,1,1,2.4594076095779025,0.4897613902390259,0.1506599870054598,-0.07015672795811667,-0.7599326711060854,-0.2720742139924289,-0.009884898988767954,-0.3287486936422076,0.07634766477320866,1.526057072659353,-0.7911246929480746,1.0,0,1
15,AH,R1 RCM INC. ,7389,12.0,16.0,14.0,13.55,15.0,1,1,1.0946914625168722,-2.8751197391739485,0.8719601400324067,1.8271117010913351,-0.7599326711060854,1.0707010713078178,-0.11575656143577873,-2.1336733778084143,0.15617305329975972,-1.5463307350563111,-1.0827452700218116,1.0,0,2
16,AHII,"ANIMAL HEALTH HOLDINGS, INC.",5047,11.0,12.0,10.0,12.45,11.0,0,1,0.06866395062942372,-0.222640946587682,0.9526184631485678,-1.2592350415506068,-0.7599326711060854,-1.5128764070996883,-0.03299100833759586,0.059551353574022366,0.2520741431292333,-1.5256718379197105,0.5462210768782214,1.0,0,3
17,AIMC,Altra Industrial Motion Corp. ,3568,13.5,16.0,14.0,14.289999961853,15.0,1,1,-0.6591411985879103,-0.4259791968769775,0.6387043066428345,-1.022627640782446,-0.7599326711060854,0.04663580631984568,-0.2919782841462055,0.19903284887654166,0.659698461238112,0.998899044031619,0.16721037862840946,1.0,0,1
18,AIRV,AIRVANA INC,3661,7.0,10.0,8.0,7.17000007629395,9.0,1,1,-0.39858752145756304,0.909286893186692,0.16243342495810184,1.4822352227050712,-0.7599326711060854,-0.23327732173150126,0.2532739024355368,-1.68568303124103,-0.7054351129865324,-1.3087433809106066,-1.033877035267076,1.0,0,1
19,ALGT,Allegiant Travel CO ,4512,18.0,17.0,15.0,25.100000381469695,16.0,0,1,0.8914618561195627,-0.6233237581188473,0.017700033908931736,0.026017732501358685,1.3228435919205097,-1.4983240142855918,-0.09960370879876147,-1.985760373033547,-0.40708042185004745,-0.7980682772958547,-1.4218910073798383,1.0,0,3
20,ALIM,ALIMERA SCIENCES INC ,2834,11.0,17.0,15.0,11.0,16.0,1,0,0.6003368595691573,1.1702301537879132,-0.11730999166596495,0.4841579849673768,-0.7599326711060854,-0.03634866542052621,0.15131663095980832,0.4658322052421108,-0.2022806326442256,0.3863287518394084,0.6551371443138905,1.0,1,1
21,ALJ,"Alon USA Energy, Inc. ",2911,16.0,16.0,14.0,17.25,15.0,0,1,-0.6405103621271896,1.4418661361069565,1.8187370889189767,0.34292940766782065,1.1156767583838203,-0.4358026965341348,-0.13423256742944004,-0.5311959502492497,-0.7145712799483585,-1.5317828286034054,-2.2427780042657486,1.0,0,1
22,ALLI,ALLION HEALTHCARE INC,8099,13.0,14.0,12.0,16.5,13.0,0,1,-0.8365737875131054,-0.15174729543941104,-0.3648453419609093,-0.49253055892577496,-0.7599326711060854,-1.3222031121563438,0.08321164169711391,-0.5648191830741065,-0.4298188626735963,1.6352719584908288,1.1507148961064702,1.0,1,2
23,ALNY,"ALNYLAM PHARMACEUTICALS, INC.",2834,6.0,8.0,6.0,6.01000022888184,7.0,1,1,-0.4148105360895728,0.878244743850021,-2.2487591637039377,0.05196133265141212,-0.7599326711060854,-0.3300390105792126,0.21822041866204955,0.8013392676620515,1.7785889438746734,-1.110624905175415,1.3122364030009035,1.0,1,1
24,ALTU,Altus Pharmaceuticals Inc. ,2836,15.0,16.0,14.0,16.82,15.0,0,1,-0.2588360872194222,-0.2845626244094654,-1.4905064354187103,-0.4739229628598718,-0.7599326711060854,0.9984017239721767,0.04212824461046201,0.3936991320673592,1.1185157930711231,-1.129121791883407,-0.17102809941706149,1.0,1,1
25,ALXA,Alexza Pharmaceuticals Inc. ,2834,8.0,12.0,10.0,85.099983215332,11.0,1,1,-0.6779747706269023,-0.35301382237990936,-1.6564855545486254,0.18903305917050345,-0.7599326711060854,-0.3653885844050143,0.09598535259880574,0.7038763921993326,-0.3150084984558086,0.7052931044388163,1.2799933097534422,1.0,1,1
26,AMBA,AMBARELLA INC ,3674,6.0,11.0,9.0,6.05999994277954,10.0,1,1,2.4594076095779025,-1.3791538466780977,-0.16666588735885327,0.2887167233069971,-0.7599326711060854,0.6582491550337658,0.32381136321315096,0.6566463748339184,0.8380544765956378,-0.8728102792031743,1.934163127030455,1.0,0,1
27,AMIS,AMIS HOLDINGS INC,3674,20.0,20.0,18.0,20.1000003814697,19.0,0,1,-1.5540240545813606,0.5667900159213339,0.6046136461215045,-0.9453889721523204,1.0432179970684858,0.07554408083243681,-10.484317730696764,0.27289148959855863,-1.3939303258374072,1.0644481033644742,-0.05445976222996167,1.0,1,1
28,AMRC,"Ameresco, Inc.",4931,10.0,16.0,14.0,10.1700000762939,15.0,1,1,-0.08782585043102126,0.8725084204967679,0.7503109698455175,0.4418224410410145,-0.7599326711060854,0.7260370817430876,0.05330594862228945,-0.35349424400202817,0.8566560132941553,0.051844589327617485,-0.4993075890473185,1.0,0,3
29,ANAC,"Anacor Pharmaceuticals, Inc.",2834,5.0,18.0,16.0,5.09000015258789,17.0,1,1,-0.6970159959897396,-0.7240540428002996,-0.9276372493838844,-1.1067590362487876,-0.7599326711060854,0.9654741931354258,0.1993877689527533,0.02412197176053318,1.6309084195631516,-0.10685715676655533,0.7207019981243271,1.0,1,1
30,ANFI,Amira Nature Foods Ltd. ,2000,10.0,15.0,13.0,9.579999923706053,14.0,1,0,-1.490672819589138,-1.3791538466780977,0.4136655688111816,0.1088313932393626,-0.7599326711060854,0.3587091321169445,0.07357125055338698,0.07791167529655893,-0.20490191719701809,-1.5153315088065014,-0.4937319938148639,1.0,0,1
31,ANGI,"Angie's List, Inc. ",7379,13.0,13.0,11.0,16.2600002288818,12.0,0,1,-0.5327287478772624,-1.2971318933390488,-0.4096836010639414,1.087163682540937,1.1867451293321176,0.737675945570687,-0.24650138406753325,-0.4665978711115257,-0.4638022535716686,-1.0595685733812759,-1.9224068942380563,1.0,1,2
32,ANGO,ANGIODYNAMICS INC,3841,11.0,14.0,12.0,12.5,13.0,1,1,-0.5502370650344024,0.4105460051179977,-0.6142755731096778,0.8767252765314779,-0.7599326711060854,-1.3521310355004434,-0.039139141391134315,0.24632560461129935,0.7634803452826202,-0.8435545920519731,0.6394827701697172,0.0,0,1
33,AONE,"B456 SYSTEMS, INC. ",3690,13.5,9.5,8.0,20.29,8.75,0,1,2.1318860380051485,2.4029880479560037,-0.3351750317105025,-0.16087688173748474,1.90041589864882,-0.8580810045604677,0.2714426016290312,0.49661293155731,-0.11119434379354654,0.7925699254495441,1.0714475762382087,1.0,1,1
34,AOSL,ALPHA & OMEGA SEMICONDUCTOR Ltd,3674,18.0,20.0,16.0,17.7000007629395,18.0,0,0,-1.958938473214668,0.2783281416444852,0.2119066969208535,0.3005993136786962,-0.7599326711060854,1.0904271721694123,0.17782102949832213,0.4536696597391086,-0.31734340567291464,0.2736746768563783,0.6349081414704321,1.0,1,1
35,APEI,AMERICAN PUBLIC EDUCATION INC,8221,20.0,19.0,18.0,35.9199981689453,18.5,0,1,-0.3665774855688663,-0.6137404669171104,-0.5953318840986296,-0.0708178358703291,1.177875899593123,-0.6431358593427302,0.10371994967081892,0.25736800296483553,-0.2905126100889928,-0.7419927411048004,-0.6125333817531092,1.0,0,2
36,APKT,ACME PACKET INC,3576,9.5,7.5,6.5,15.9099998474121,7.0,0,1,0.1661668278850553,1.5172147652378998,-0.6426783692019311,0.5713010803338103,1.7210931188997334,0.03261185801150805,0.19024942001742007,0.6235718329324117,-0.6523567670573096,0.4719375437075756,0.23830050972544184,1.0,0,1
37,ARAY,ACCURAY INC CIK,3841,18.0,18.0,17.0,28.469999313354503,17.5,0,1,-0.4812261223462153,0.2718964590357817,-0.4634426999717211,-0.2979415310911318,0.8686617518567785,0.35798835680487995,0.09784016891807663,-0.53508269006389,-0.016876925195783127,-0.8028580990210565,-1.2903270422723951,1.0,1,1
38,ARBX,ARBINET Corp,7389,17.5,16.0,14.0,116.0,15.0,0,1,0.4627095625187261,0.9104038641844504,0.8854067471275306,-0.034879535747108205,1.4251392801721647,-0.7112565563302503,0.015069815383313838,-0.9134365694844224,-0.3614100366887821,-0.3608267679777398,1.5578770229313454,1.0,0,2
39,ARCL,"Archipelago Learning, Inc.",8200,16.5,17.0,15.0,18.770000457763697,16.0,0,1,-0.6405103621271896,1.5333126912802548,-0.6962894016947954,0.13730729834346786,0.893167944365321,0.2832881272867689,-0.09596326868665728,0.30858629017544914,-0.3365361293127658,-1.6276879380860168,-0.8103600263975819,1.0,0,2
40,ARCO,Arcos Dorados Holdings Inc. ,5812,17.0,15.0,13.0,21.2,14.0,0,1,-2.4005434991745638,-0.0860158396608072,2.3357184849626225,-0.5805468811608359,1.5186064373515884,1.7290286499922534,-0.055518414622754635,0.15164460048482664,-0.1672161347908926,-0.15537874328783538,-1.7000053280579246,1.0,0,3
41,AREX,Approach Resources Inc,1311,12.0,16.0,14.0,12.5900001525879,15.0,1,1,-0.007936403736350104,-0.8494566759599739,-0.523525818905263,-0.8059812395859521,-0.7599326711060854,-0.4236539351281153,-0.016475131093443937,-0.6608951475482717,-0.8461977919964114,-0.04731823177275302,0.21410743777461305,1.0,0,3
42,ARII,"American Railcar Industries, Inc. ",3743,21.0,18.0,16.0,22.9549999237061,17.0,0,1,-1.6200723150717735,0.6748888316760653,0.9980665293374582,-0.98997924239941,1.5544018261777717,0.5365346983932181,0.2416873170355248,-0.2703637023400016,0.4377554612542541,1.6730367747441948,0.9097537397397496,1.0,0,1
43,ARP,"ARC DOCUMENT SOLUTIONS, INC.",7334,13.0,16.0,14.0,13.75,15.0,1,1,-0.10148281717370533,-0.4291382316558891,-0.11730999166596495,-0.3297230532983345,-0.7599326711060854,-0.818058009534873,0.12500700199474954,0.5287050631654862,0.6481782970891597,0.8191029479000088,0.039849788104504284,1.0,0,2
44,ARST,ArcSight Inc ,7372,9.0,11.0,9.0,8.77999973297119,10.0,1,0,0.42154634552120784,-0.25548158082840705,-0.32558696553262345,0.3792899340688113,-0.7599326711060854,0.4169597871162024,-0.36721797868750733,-0.2373177635843981,-1.2662357226051857,0.0916015981371274,-0.0378350407299332,1.0,1,2
45,ARTE,ARTES MEDICAL INC,2834,6.0,14.0,12.0,7.67,13.0,1,1,1.0111403950844453,-0.3803081495637886,-0.11730999166596495,-0.21274074901172704,-0.7599326711060854,0.10270959936726792,-0.006646749916300659,1.1271565771796397,-0.4011078533015753,0.19405324050215245,0.5199601956243004,1.0,1,1
