,C1,C3,C4,C5,C6,C7,T1,T2,T3,T4,T5,S1,S2,S3,C5p,LongSentences,RealWords,LongWords,PositiveWords,NegativeWords,UncertainWords
0,2.2270329283246584,1.4883995840570443,0.02907427348367355,17.52815663509693,16.176364559082295,1.9278934435158213,21.679483388678797,112.7785440586994,107.5174404457249,17.349351572897472,5.1252171732647005,3.957891609680405,2.211554486443585,2.2759836263427493,1.3517920760146354,0.6404255319148936,0.6465148407123271,0.6152703977629685,0.16955590037626195,0.2095290761625896,0.22191531627441008
1,2.5247398059857757,0.9631743177730056,-0.013351642245815757,17.17828570227315,14.690979295318177,1.7204834510090128,28.12472222085046,147.62113669796747,139.94641831786907,22.58317958127243,5.785015217038156,4.140817749422854,2.4963332478596993,2.487662107710009,2.487306406954976,0.6447534766118836,0.6411822409304438,0.6097523583810324,0.14824740028139086,0.22310335023147,0.22155612049160053
2,2.1169328630254585,0.8064758658669485,0.02071500183158597,16.639604089720702,15.424948470398377,1.395264170011446,14.177446878757825,72.53964433328855,69.17369442208505,11.31370849898476,4.2459105474938985,3.9364971831021736,1.7909590531320994,1.9786024464679264,1.2146556193223297,0.6368159203980099,0.6467628998620762,0.6287173127804719,0.2263217697191427,0.18441137189573295,0.2250782184142988
3,2.436077203292199,0.6471032420585385,0.0200231372567966,16.513418634488744,15.319587954740546,1.4293027239495348,18.110770276274835,90.87904048789248,87.02873088813831,13.30413469565007,4.749845086458817,4.308869380063767,1.9730677676839332,2.1889312134150734,1.1938306797481941,0.5396341463414634,0.6507928546907171,0.6284900203844542,0.2131674255951552,0.19259345100189315,0.2370400552407705
4,2.075781631112427,0.06765864847381486,-0.034894701316965815,17.241131117548555,15.925723758310866,2.929680776228073,23.916521486202804,121.77848742696716,114.78675881825394,18.33030277982336,5.1800401282227035,4.06154810044568,2.3024897811675307,2.3466739113876383,1.3154073592376931,0.5874125874125874,0.6357666167837447,0.6039929798657772,0.16531460251546926,0.21578191307010747,0.2241429619818202
5,2.13233110556882,0.058268908123975824,-0.05755607666070545,17.562727691422296,15.81799100350798,2.413391950428894,22.58317958127243,134.1603518182626,118.04236527620071,18.110770276274835,5.343052016145865,3.957891609680405,2.1398263878673256,2.378371885518097,1.7447366879143171,0.6431372549019608,0.5733237570435212,0.5970144900622048,0.15102462667358887,0.1747193285503004,0.21584569904656628
6,2.244924096618746,1.0543120297715298,0.004105524336536758,16.76242132185757,15.520258650202699,1.3139483593879966,22.24859546128699,125.53087269671951,118.12281744015421,19.467922333931785,5.140008718596285,4.344481485768612,2.175459374744417,2.264934400822702,1.2421626716548688,0.7656565656565657,0.6341691747853527,0.5948293478916671,0.17328896935781904,0.18877084637804872,0.20461818313435054
7,2.120835082055041,0.5538851132264376,0.040619988496656566,16.77932637719795,15.89495209964411,2.817700894231008,18.275666882497067,105.95281968876525,100.2796090937734,16.61324772583615,3.381746277317566,3.802952460761392,2.220906154852325,2.2270329283246584,0.8843742775538389,0.8263473053892215,0.6396291284995322,0.4902657900610075,0.16984230839557934,0.2202852420687244,0.2215023123038735
8,2.154434690031884,0.41210965082683293,-0.029315926285396837,17.785472247187023,16.213405830762643,2.5571499436822456,24.899799195977465,121.70866854912184,116.0301684907852,18.303005217723125,5.502909036087497,3.870876640627797,2.2330765665867007,2.482385978801249,1.572066416424378,0.5403225806451613,0.6465082147087925,0.6289571407046445,0.15761407234555858,0.2030452749171755,0.2509136442799427
9,2.175459374744417,0.9122827104766164,-0.02492507736968316,17.330711694641646,16.213405830762643,2.8116137831863424,19.621416870348586,95.57196241576293,90.03888049059697,14.071247279470287,4.628637519360157,4.326748710922225,2.1169328630254585,2.2973097500999033,1.1173058638789977,0.5142857142857142,0.635286553430907,0.6074706219010413,0.20698617410911632,0.21438472282495707,0.25247522960443275
