,C1,C3,C4,C6,C7,T5,S3,C5p,LongSentences,RealWords,LongWords,PositiveWords,NegativeWords,UncertainWords,C2,C3p,Y1,Y2
0,0.45831202046035796,1.0,0.6304181623079402,0.4620633413282713,0.07744235267906874,0.5340546807071781,0.4405458089668616,0.03439911947809948,0.4417856649169672,0.006121498795804342,0.006175869510913643,0.006160899792847389,0.003974191041440232,0.0029667781430654807,1.0,0,0,1
1,0.9999999999999998,0.1922268907563025,0.38473543487358974,0.08599193697176265,0.039063293576994326,0.8663897207999228,0.8226120857699805,0.1165863251315478,0.4447955433659397,0.006053121444265986,0.005851436025032185,0.004156023415614648,0.0050492681979189494,0.002939693103185371,0.0,1,1,0
2,0.3273657289002557,0.2720588235294117,0.5820107532152469,0.20523408957260686,0.011032336875971173,0.2519563327214762,0.13255360623781676,0.02941411531109753,0.4392753528232412,0.006124688422420405,0.0070298795155898115,0.014492785593929016,0.002323097763437025,0.003209083120654457,1.0,1,1,0
3,0.8143222506393861,0.34138655462184875,0.5780042592403551,0.1823029063801368,0.01276633505965339,0.3941648149937205,0.32748538011695905,0.028715138033596738,0.3716900790166813,0.006176617908641653,0.007014666678807817,0.012128701799712864,0.002815101115899415,0.004188726466055349,1.0,1,1,1
4,0.2864450127877238,0.5472689075630252,0.2599824998131782,0.3542867803236621,0.9549436129619386,0.557240846295044,0.5497076023391813,0.03300918842367853,0.4049176986314825,0.005984051696564616,0.0055281128649196576,0.005718471007362684,0.004452671266175103,0.0031367197762800047,1.0,0,0,1
5,0.3437340153452685,0.5451680672268907,0.1287535467986498,0.31564347144427624,0.2983398251274916,0.6306637039899528,0.6042884990253411,0.05312316959877439,0.4436715385012653,0.005214111702493481,0.0051564667571762845,0.004387402230376339,0.0017942042616827703,0.002520782980526712,1.0,0,0,1
6,0.4828644501278772,0.13970588235294112,0.485827520347352,0.2281652727650769,0.0076610093968956456,0.5402376581972756,0.4249512670565302,0.0303599698764669,0.5288778567057759,0.005963749590168379,0.005044478608383114,0.006569074490647993,0.002579923282133645,0.0017595613327228473,1.0,1,1,1
7,0.3314578005115089,0.3771008403361345,0.6972778330020426,0.34282118872742706,0.1567229246870062,0.0,0.3742690058479532,0.01987451722029895,0.5710853621992187,0.0060332751011203676,0.0,0.006191588031324321,0.00481491281605612,0.00293564326910576,0.0,1,1,0
8,0.3682864450127877,0.4254201680672269,0.29228842985456194,0.4804082878822473,0.4222104323100655,0.7094966669886968,0.8109161793372319,0.04398483812470857,0.3721688521340168,0.0061214136073077605,0.007045961206916006,0.004971362384890448,0.0035073034937418987,0.0054555902347870645,1.0,1,1,1
9,0.3928388746803069,0.8455882352941176,0.3177152407746354,0.4804082878822473,0.7460632916889302,0.3555212056806106,0.4717348927875243,0.02626810131404646,0.3540614574187884,0.005977947097457783,0.005721505255302835,0.011113642267070636,0.004343307637084905,0.005607309659125671,1.0,0,1,0
10,0.3969309462915601,0.5346638655462185,0.5148922563919143,0.3152443083384449,0.1567229246870062,0.20403825717322,0.1871345029239766,0.03277873765370497,0.35041063287390123,0.00603167587744483,0.003977648486438047,0.008510804823783382,0.003651986882269449,0.0024011711077843467,1.0,0,0,0
11,0.3641943734015345,0.0,0.551736751986992,0.296958822342487,0.00037157103936047485,0.298328663897208,0.1715399610136452,0.021135005964009686,0.3757378880996089,0.006051007940243032,0.007570121908103526,0.006329286435081633,0.0027812041544767823,0.003562579188088614,1.0,1,1,1
12,0.4746803069053708,0.5892857142857143,0.5763130141984775,0.14790613159143173,0.039913677703660784,0.2009467684281712,0.21052631578947367,0.03815335686846822,0.4724137166821518,0.005831643879642715,0.005145627841098244,0.004659023712807102,0.0030170268002914628,0.004514847553045129,1.0,0,0,1
13,0.5319693094629155,0.07247899159663868,0.4254801746160571,0.14561301327218473,0.0,0.5618780794126171,0.4366471734892787,0.03443226589354589,0.3825769061930169,0.006271639731296806,0.00782244222259738,0.009626637420363095,0.005087131856704027,0.004059339155469017,1.0,1,0,1
14,0.9999999999999998,0.5703781512605042,0.5968335344505056,0.6065297954408324,0.25197652003330545,0.7033136894985992,0.5692007797270955,0.032122849985339284,0.4199128790436955,0.005953743013061032,0.005554728505101683,0.0066382549298434,0.00619814915356209,0.0020989367154754315,1.0,0,1,1
15,0.9125319693094628,0.5682773109243697,0.0,0.4345459214973072,0.7705084368149868,0.502366921070428,0.5029239766081871,0.08611262661042779,0.4865398364531489,0.005859084724005865,0.004075952133029838,0.006814796079078718,0.001646140076931829,0.0017476160676955365,1.0,0,1,1
16,0.4705882352941176,0.5976890756302521,0.4635288238297618,0.5170981809901993,0.8626459709653486,0.2604579267703604,0.2222222222222222,0.016257174120634463,0.35834570858804604,0.005932976227238417,0.005925266731024754,0.007031067157402138,0.0016689361846745894,0.003952264932865654,1.0,0,0,1
