,C1,C4,C6p,C7,C5p,T4p,T3p,T5p,S1p,S2p,S3p,C2,C3p
0,0.45831202046035796,0.6304181623079402,0.7888106377466153,0.20767294171155992,0.4712424993948239,0.5343070414859705,0.6175691473869893,0.5673750307990237,0.4625249056507465,0.7297007585970305,0.4787762878639418,1.0,0
1,0.9999999999999998,0.38473543487358974,0.0,0.14749424475592976,1.0,0.5457086629738079,0.521719691311441,0.4891042492519431,0.2714834925916,0.8171201942660964,0.4747538913760063,0.0,1
2,0.3273657289002557,0.5820107532152469,0.0,0.07838345509420133,0.4060773165420647,0.524797810866118,0.6220402766330846,0.7734081113037077,0.9999999999999998,0.5699036804261917,0.5147609751738877,1.0,1
3,0.8143222506393861,0.5780042592403551,0.0,0.08431867336692607,0.39694011613614055,0.2687802596067677,0.694833575826566,0.7697379580171566,0.9999999999999998,0.6218311133944717,0.6602477076805519,1.0,1
4,0.2864450127877238,0.2599824998131782,0.5291502622129182,0.7292551584378354,0.4530729837274894,0.39464871184248107,0.4248996536892147,0.4111013379139743,0.4203665854087259,0.7698350467250005,0.5040143023406379,1.0,0
5,0.3437340153452685,0.1287535467986498,0.0,0.407611343022829,0.7160078213447609,0.5414508571405261,0.0,0.3214403362668359,0.2935312039747007,0.5081992397995033,0.4125415921288412,1.0,0
6,0.4828644501278772,0.485827520347352,0.0,0.0653181150189239,0.41844175669888817,0.8642181067188881,0.3964407296231727,0.2944227800912229,0.5014192095232115,0.5975729932090003,0.29949264347600024,1.0,1
7,0.3314578005115089,0.6972778330020426,0.0,0.6487786945964816,0.2813733778686107,1.0,0.4938996434037772,0.0,0.4654491380420828,0.7988794701003609,0.4741524509332138,0.0,1
8,0.3682864450127877,0.29228842985456194,0.0,0.4849032843013324,0.5965493371536102,0.2705938842945932,0.6174497325386881,0.7772878789709703,0.3491758184534229,0.6882866490575497,0.8483895157264493,1.0,1
9,0.3928388746803069,0.3177152407746354,0.0,0.6445824571972089,0.364951858968281,0.202001858346045,0.41634239765655146,0.4577579692398801,0.934463690275282,0.7608484360266815,0.8709213518364399,1.0,0
10,0.5717802061536076,0.5042232267103278,0.0,0.6487786945964816,0.4858817712071069,0.1881722900478573,0.4916578964510965,0.037046057106723713,0.6864435386212491,0.7013819605972922,0.3947780452053755,1.0,0
11,0.3641943734015345,0.551736751986992,0.0,0.01438505657559031,0.2978507922730915,0.28411363196747685,0.5187570405732043,0.9037435918476716,0.4785701952446697,0.618393406328813,0.5672586398049939,1.0,1
12,0.4746803069053708,0.5763130141984775,0.6110100926607788,0.14909103124653958,0.5203188006014441,0.6503281563106342,0.21125864500768188,0.3188254075696748,0.31941357378565954,0.6419283139333766,0.7086799167803325,1.0,0
