,C1,C4,C6,C7,C5p,T4p,T3p,T5p,S1p,S2p,S3p,C2,C3p,Industry_Bins,Y1,Y2
0,0.013297143335514716,0.6711072162061364,0.3366877877397416,-0.5614084143706015,0.054797365378233764,0.16866361999792662,0.3851458398111639,0.31057553902255186,-0.14729074427031308,0.16504395206913766,-0.12818074245131286,1.0,0,1,0,1
1,1.259276729497056,-0.6419005520789126,-1.6493563038524643,-0.861441431768043,2.432763888643025,0.22932349679501024,0.15156981096397476,-0.016410469283378755,-1.2411948237799275,0.7810338946947533,-0.14779477643624578,0.0,1,1,1,0
2,-0.4474998489127184,0.4124024027053883,-0.6679980130849313,-1.331893800114391,-0.23239047034322324,0.1180718021191594,0.3960112100784875,1.107408029924365,2.7668710115837976,-0.9747778263712276,0.04453083444291765,1.0,1,1,1,0
3,0.8882010127381732,0.3909904061537559,-0.8088709803305331,-1.2826546582463585,-0.2760015528341837,-1.2440145584787337,0.5725293970433941,1.093939218241828,2.091572861247688,-0.6034814746409739,0.6977118718189586,1.0,1,1,1,1
4,-0.6197283016507229,-1.3086204902742034,0.0015668641467605625,0.8877468196248148,-0.02139862448865696,-0.5743585088192428,-0.08564281208200245,-0.3576976658175661,-0.3650241845256064,0.4487928014267186,-0.006539229096743756,1.0,0,3,0,1
5,-0.38305425725382414,-2.00995035799163,-0.1424779209785618,0.14089903094836118,0.877692424589787,0.2066707559065064,-2.8207356006941064,-0.7712265239739051,-1.0986217066378898,-1.4145951745390304,-0.4596146965230555,1.0,0,2,0,1
6,0.08817626820541116,-0.10163182856983204,-0.540562913190858,-1.4495227905434398,-0.1747858696630162,1.9238845411950896,-0.15561321555494748,-0.9007128988381526,0.04435199782015545,-0.7769482833243608,-1.0726978372717864,1.0,1,1,1,1
7,-0.4311680621236825,1.0284268695781649,-0.03957658353275579,0.7257601116686591,-0.924057631720258,2.7745175905192028,0.08354111036694234,-7.0969028900224425,-0.1325875554329636,0.6531503499339968,-0.150732994737393,0.0,1,1,1,0
8,-0.2905450910620894,-1.13596717618502,0.3862140625456421,0.3488549928067958,0.5160905372528927,-1.2343655580942698,0.3848556107191545,1.1216196674603698,-0.7603425471390177,-0.12918587833592446,1.4552849278801436,1.0,1,2,1,1
9,-0.20255139685150986,-1.0000780943215315,0.3862140625456421,0.7169546810725203,-0.4362579629714783,-1.599294691002231,-0.10667032139028422,-0.15162079526269734,1.774248967639601,0.3853894006569974,1.540555939096776,1.0,0,1,1,0
