,C1,C4,C7,C3p,C5p,C6p,T4p,T3p,T5p,S1p,S2p,S3p,C2
0,122.0,0.029074273483673547,51.345,0,3.8643445283018867,11.11111111111111,0.6404255319148936,0.9088764840003145,0.054249547920433995,0.004874597059517258,0.009198836386508374,0.01092853211730482,1.0
1,259.0,-0.013351642245815755,25.936,1,12.028831666666667,0.0,0.6447534766118836,0.898724302496329,0.0513950073421439,0.0032580763582966228,0.011104992657856094,0.010875550660792951,0.0
2,90.0,0.02071500183158597,7.378,1,3.3691336,0.0,0.6368159203980099,0.9093500570125428,0.06176358798935766,0.011592550361079437,0.006271379703534778,0.011402508551881414,1.0
3,209.0,0.020023137256796594,8.526,1,3.299697111111111,0.0,0.5396341463414634,0.9170601767768495,0.06162973725632643,0.00968640271219276,0.00714372200024216,0.013318803729265045,1.0
4,80.0,-0.034894701316965815,632.298,0,3.7262686060606063,5.0,0.5874125874125874,0.8884693189480782,0.048550236008091704,0.004517869184086311,0.0100472016183412,0.011260957518543493,1.0
5,94.0,-0.057556076660705446,197.591,0,5.724393974841669,0.0,0.6431372549019608,0.7741541196733152,0.04528029334963053,0.003444635813100728,0.00533362964609145,0.010056114228568254,1.0
6,128.0,0.004105524336536758,5.146,1,3.463094909090909,0.0,0.7656565656565657,0.8854550069805813,0.04429496128950374,0.005203706054067775,0.006726741972331514,0.008567077040233533,1.0
7,91.0,0.040619988496656566,500.45996229508165,1,2.42146875,0.0,0.8263473053892215,0.8957776590058792,-8.907892392659897e-05,0.004899340815962943,0.010689470871191877,0.010867628719045074,0.0
8,100.0,-0.02931592628539684,279.6,1,4.816591,0.0,0.5403225806451613,0.9088638358198879,0.06190508337271316,0.003915479646256667,0.0083710254506177,0.01579693512455276,1.0
9,106.0,-0.02492507736968316,494.008,0,3.0566081818181816,0.0,0.5142857142857142,0.8875629516093716,0.050251806437486314,0.00886796584190935,0.009853295379899277,0.01609371578716882,1.0
10,149.72878787878787,0.007282201411438542,500.45996229508165,0,3.975593005885455,0.0,0.5090361445783133,0.8955402176798514,0.03490841518449695,0.006769312450225644,0.008627555083620918,0.009822139633660737,1.0
11,99.0,0.015487112031121256,0.32,1,2.5466858571428572,0.0,0.5454545454545454,0.8984105044920525,0.06651693158258466,0.005010366275051832,0.007083621285418107,0.012093987560469938,1.0
12,126.0,0.019731083271667373,26.499,0,4.237290933333333,6.666666666666667,0.6844660194174758,0.8658408932309839,0.04518492672714585,0.00366364270760642,0.007501744591765527,0.013956734124214934,1.0
13,140.0,-0.0063156046994000984,0.074,1,3.867637297297297,8.695652173913043,0.5552884615384616,0.9311683393296724,0.06873698163226662,0.0076690020829388375,0.01117212649119485,0.013065707252414316,1.0
14,488.0,0.023274685510332935,166.896,0,3.6382196363636363,0.0,0.6089743589743589,0.8839693017764182,0.048784414748027694,0.005259485858423228,0.013739065099554554,0.009230934363763215,1.0
15,233.0,-0.08545458841445729,510.192,0,9.0015707,0.0,0.7047781569965871,0.8699151140998788,0.03577334362253335,0.0054018300077169,0.005071105721530151,0.008543710726491016,1.0
16,125.0,0.0002548563257563511,571.192,0,2.062121440677966,0.0,0.5204460966542751,0.8808859975216853,0.05204460966542751,0.0055762081784386614,0.005111524163568773,0.012856257744733582,1.0
17,77.0,-0.0063156046994000984,363.465,0,2.3087591,0.0,0.6317135549872123,0.8469351704645822,0.05325914149443561,0.006359300476947536,0.011835364776541247,0.011747041158805864,1.0
18,92.0,0.036830796877746964,170.27,0,7.634886144578314,0.0,0.6117424242424242,0.9197247706422018,0.03869488014205386,0.003995264871263687,0.005548978987866233,0.008656407221071322,1.0
19,207.0,-0.01269239188194706,132.5,0,3.8091866,12.5,0.521484375,0.8720472440944882,0.03671687778158165,0.004450530640191715,0.0066757959602875725,0.007788428620335502,1.0
20,174.0,0.045262646375410436,500.45996229508165,1,4.740619083969466,0.0,0.6257928118393234,0.9057314687341497,0.05564814143902616,0.0047822621549163105,0.009854358379827548,0.013187450184769219,1.0
21,78.0,0.05404000937680397,1707.564,0,4.431482352941177,6.666666666666667,0.5972927241962775,0.867481662591687,0.04715333566189312,0.003981837233670974,0.005099545930841775,0.006147397834439399,1.0
22,68.0,0.002545640136170962,64.606,1,2.973739,0.0,0.5340501792114696,0.8964834830263358,0.04688689298218907,0.004414674988582737,0.014157405997868777,0.014766326685949155,1.0
23,91.0,0.03582773310561604,0.176,1,3.8566664,0.0,0.6048387096774194,0.9148936170212766,0.058778509107607534,0.008878003979794888,0.00596969233124139,0.015306903413439462,1.0
24,101.0,-0.0017460164572123166,3.88,1,3.000277571428571,0.0,0.6996197718631179,0.890942913614696,0.05499360539472154,0.007324729682595047,0.005929543076386466,0.010812696198116497,1.0
25,76.0,-0.003957877372461608,2.23,1,4.117523818181819,0.0,0.6023166023166023,0.8982120051085568,0.057854406130268196,0.004597701149425287,0.010855683269476373,0.015197956577266922,1.0
26,488.0,-0.037115500330326075,94.739,0,4.318243666666667,0.0,0.6753507014028056,0.9295108615339146,0.057410964977094726,0.006723806709029112,0.0065021427515885915,0.017511452637801093,1.0
27,40.0,0.025763708515827013,345.322,1,2.3954952333333335,5.263157894736842,0.6337760910815939,0.0,0.05391176862588298,0.0030654404904704785,0.012061841929894708,0.011128881780621085,1.0
28,113.0,0.035642375510738435,428.516,0,4.645752815396892,0.0,0.6801872074882995,0.892447522181346,0.04858255788790305,0.006762605496645748,0.008872538411599221,0.00995455529106254,1.0
29,75.0,-0.015947285678912314,18.643,1,2.21785225,0.0,0.6972704714640199,0.9123068022150591,0.051739813207703114,0.008513100256219522,0.008430448797421275,0.013389536325316143,1.0
30,42.0,-0.037115500330326075,257.056,0,3.962826,0.0,0.6539792387543253,0.8951807939597711,0.05220314988497611,0.004777915413201203,0.00513183507343833,0.009968737096679054,1.0
31,84.0,-0.03446512812118845,59.039,1,6.3223432826044235,8.333333333333332,0.6810176125244618,0.852816512070766,0.04766877572332453,0.004361447263345414,0.006081454634805578,0.006757171816450642,1.0
32,83.0,0.02071500183158597,38.434,0,5.717948717948718,0.0,0.5319148936170213,0.8800670953312832,0.05367626502655857,0.006569751188146492,0.006569751188146492,0.013139502376292984,0.0
33,412.0,0.08509670457922383,68.525,1,3.4839877403173207,54.285714285714285,0.5671641791044776,0.9222371766113354,0.05592941528338567,0.00493494840735756,0.01114101988933752,0.014505757439808583,1.0
34,29.0,0.016442651117707995,185.076,1,4.342813633937182,0.0,0.7061855670103093,0.9093519278096801,0.05553732567678425,0.004593929450369155,0.00951599671862182,0.013125512715340444,1.0
35,94.0,-0.012382727363617861,40.045,0,3.63707136,8.108108108108109,0.5825,0.8992599901332018,0.053774050320670945,0.0046373951652688705,0.00680809077454366,0.009669462259496794,1.0
36,133.0,0.05647474671864434,36.12,0,4.942032474015489,35.714285714285715,0.6307129798903108,0.9110537751222162,0.05710211841390549,0.004073872895165671,0.010116784356328082,0.011950027159152634,1.0
37,87.0,0.016234824406075828,52.897,1,3.26327775,2.857142857142857,0.6539278131634819,0.898463227222832,0.047122471381527364,0.0050964403324447235,0.006664575819350792,0.008075897757566253,1.0
38,160.0,0.036866889518440776,519.966,0,3.7000211922596993,16.666666666666664,0.577639751552795,0.8873093822693202,0.04419746704574826,0.004523132592401137,0.007753941586973378,0.016154044972861204,1.0
39,78.0,0.05699491838087051,32.068,0,4.01707504,3.125,0.6485981308411215,0.8725283725283726,0.05422955422955423,0.004563004563004563,0.004914004914004914,0.009184509184509184,1.0
40,20.0,0.004669618127058825,3018.118,0,2.851354640164376,21.428571428571427,0.7517482517482518,0.8778885495303406,0.052843888664784185,0.004840661557079467,0.008298276954993373,0.007203365412320637,1.0
41,119.0,-0.019999416118981355,46.672,0,2.560376106070604,0.0,0.598159509202454,0.8830889787664308,0.0461324570273003,0.0037917087967644083,0.008594539939332659,0.011880687563195146,1.0
42,38.0,0.02925670137266296,608.16,0,2.345032117647059,23.52941176470588,0.6666666666666666,0.9181255337318531,0.049263450042698546,0.005924423569598634,0.01430401366353544,0.013983774551665244,1.0
43,112.0,-0.006417682468154485,500.45996229508165,0,3.2141313857677902,0.0,0.5700197238658777,0.902149502726981,0.05622393326916907,0.006336220725056144,0.01122874558870709,0.011389156239974335,1.0
44,156.0,-0.0008063218195906665,69.833,1,4.509090678569653,0.0,0.6581352833638026,0.837278958585335,0.04953631703242901,0.0032256206439721215,0.008985657508208053,0.011174471516617707,1.0
45,222.0,-0.004839837912175111,500.45996229508165,1,3.3987702173913044,0.0,0.6357142857142857,0.8844021215043394,0.061957569913211184,0.004459980713596914,0.009281581485053038,0.012777242044358728,1.0
46,102.0,0.0283099533258931,72.503,1,9.39262225,22.22222222222222,0.687960687960688,0.9146686041818035,0.049487365786711875,0.00403648986841043,0.006700573181561314,0.007830790344716235,1.0
47,39.0,0.0027190288727909386,500.45996229508165,1,4.576163611111111,0.0,0.4663677130044843,0.92537901161646,0.05749163221106517,0.0057097853908249655,0.011813349084465446,0.014963575506989565,1.0
