,C1,C4,C7,C5p,C6p,T4p,T3p,T5p,S1p,S2p,S3p,C2,C3p
0,2.2270329283246584,0.02907427348367355,1.9278934435158213,1.3517920760146354,1.4938015821857216,0.6404255319148936,0.9842017761670746,0.6152703977629685,0.16955590037626195,0.2095290761625896,0.22191531627441008,1.0,0
1,2.5247398059857757,-0.013351642245815757,1.7204834510090128,2.487306406954976,0.0,0.6447534766118836,0.9823609285490792,0.6097523583810324,0.1482474002813909,0.22310335023147,0.22155612049160053,0.0,1
2,2.1169328630254585,0.02071500183158597,1.395264170011446,1.2146556193223297,0.0,0.6368159203980099,0.9842872278665415,0.6287173127804719,0.2263217697191427,0.18441137189573295,0.2250782184142988,1.0,1
3,2.436077203292199,0.0200231372567966,1.4293027239495348,1.1938306797481941,0.0,0.5396341463414634,0.985673254463743,0.6284900203844541,0.2131674255951552,0.19259345100189315,0.2370400552407705,1.0,1
4,2.075781631112427,-0.034894701316965815,2.929680776228073,1.3154073592376931,1.3076604860118306,0.5874125874125874,0.9804837625315036,0.6039929798657772,0.16531460251546926,0.21578191307010747,0.22414296198182024,1.0,0
5,2.13233110556882,-0.05755607666070545,2.413391950428894,1.7447366879143171,0.0,0.6431372549019608,0.9582332537915952,0.5970144900622048,0.15102462667358887,0.1747193285503004,0.21584569904656628,1.0,0
6,2.244924096618746,0.004105524336536758,1.3139483593879966,1.2421626716548688,0.0,0.7656565656565657,0.9799285622358548,0.594829347891667,0.17328896935781904,0.18877084637804872,0.20461818313435054,1.0,1
7,2.120835082055041,0.040619988496656566,2.817700894231008,0.8843742775538389,0.0,0.8263473053892215,0.9818233833045794,0.49026579006100746,0.16984230839557934,0.2202852420687244,0.2215023123038735,0.0,1
8,2.154434690031884,-0.029315926285396837,2.5571499436822456,1.572066416424378,0.0,0.5403225806451613,0.98419949341578,0.6289571407046445,0.15761407234555866,0.2030452749171755,0.2509136442799427,1.0,1
9,2.175459374744417,-0.02492507736968316,2.8116137831863424,1.1173058638789977,0.0,0.5142857142857142,0.9803169857283832,0.6074706219010414,0.20698617410911632,0.21438472282495707,0.25247522960443275,1.0,0
10,2.3043629545638704,0.007282201411438542,2.817700894231008,1.380173920850043,0.0,0.5090361445783133,0.981780003641603,0.571682663288771,0.189168224104718,0.2050985453918656,0.21415852546081454,1.0,0
11,2.1508289121133606,0.015487112031121256,0.8270371084000274,0.9347928500092272,0.0,0.5454545454545454,0.9823037534779616,0.6365346278620555,0.1711156869667161,0.19205182778206686,0.2295390108750067,1.0,1
12,2.2390395117024138,0.019731083271667373,1.7266523903036377,1.4439241342229756,1.3718863137162849,0.6844660194174758,0.9762769047808344,0.5968047399344247,0.1541597643102715,0.19575855831699815,0.2407656918450286,1.0,0
